PIM | Brand,UPC Code,English Description,COST
Mary Ruths,861365000469,"<p><strong>Highlights:</strong></p><ul>
<li>Many B12 supplements are often filled with artificial flavors or use cyanocobalamin, a synthetic form of B12 that contains cyanide!</li><li>Our natural berry flavored B12 Spray is made with methylcobalamin, which has superior bioavailability to cyanocobalamin and is a preferred form for some with MTHFR gene variants!</li><li>B12 assists the body’s nervous system, supports cognitive function, and provides energy to those who are deficient.</li><li>B12 also aids the body in DNA synthesis and red blood cell production.</li><li>If you have an MTHFR gene variant, this might be the best type of B12 for you!</li></ul><h3></h3>",114.0
Victoria,863978000010,"<p><strong>Highlights:</strong></p><ul><li>SCIENTIFICALLY FORMULATED – Glucosamine / Chondroitin / MSM Cream with Collagen combines the highest quality natural ingredients to help soothe joint, bone, and muscle discomfort.</li><li>ADDED BENEFITS - Our cream moisturizes the joint and cartilage areas to aid healthy mobility and flexibility. Additionally, our ointment aids with muscular discomfort.</li><li>QUICK & EFFECTIVE - Our cream's highly concentrated natural ingredients, help bring a prompt and prolonged calming sensation for joint and cartilage areas. Its powerful refreshing action helps soothe knee, shoulder, and other joint discomfort</li><li>HIGH QUALITY INGREDIENTS – Glucosamine / Chondroitin / MSM Cream with Collagen is made with the highest quality natural ingredients known for their relieving properties. It is manufactured under strict GMP standards in an FDA-registered facility.</li><li>COMFORTABLE AND CONVENIENT – Our lotion is easy to apply as many times as needed to t</",89.0
Victoria,863978000034,"<p><strong>Highlights:</strong></p><ul>
<li>SCIENTIFICALLY FORMULATED - HemoZel Cream provides a soothing and refreshing action on swollen, tender tissues, including those in the anal/rectal and perineal area affected by hemorrhoids, providing a rapid calming sensation.</li><li>ADDED BENEFITS - HemoZel Cream relies on Horse Chestnut and Ginger's traditional calming and emollient properties to alleviate temporary fluid congestion caused by hemorrhoids. It is safe to use during pregnancy, labor preparation, and postpartum.</li><li>ANCIENT WISDOM & MODERN MEDICINE - HemoZel brings ancient herbal wisdom to modern medicine by using natural ingredients traditionally known for their calming properties. Its formula includes Arnica Montana, Aloe Vera, Horse Chestnut, Ginger, and Chamomile.</li><li>THE BEST NATURE HAS TO OFFER - HemoZel's carefully crafted plant-based formula does not include phenylephrine or hydrocortisone, which can cause contraindications. Additionally, our cream's meticulou",69.0
Argivit,8682408684338,"<p><strong>Highlights:</strong></p><ul>
<li>Multivitamin and mineral.</li><li>With antioxidant properties.</li><li>Promotes focus and attention and aids in energy production.</li><li>Helps improve immunity.</li><li>Supports healthy growth</li></ul>",109.99
Diapex,8697711710018,<p><strong>Highlights:</strong></p><ul><li>Contains zinc oxide and panthenol to soothe and heal diaper rash</li><li>It has an antibacterial effect to protect the baby's skin from rashes</li><li>Soothes sensitive skin</li><li>Soothes skin redness</li><li>It acts as a protective barrier between the baby's skin and the diaper</li></ul>,39.0
Agiss,8698703023451,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Improves skin luster and elasticity, reducing wrinkles over a period of time</strong></li><li><strong>Moisturises and massages your skin to help reach proper hydration level</strong></li><li><strong>Meticulously designed massage ball easily reaches various parts of your face</strong></li><li><strong>This 10-piece Agiss Cleansing Strips kit effectively cleans and purifies the nose and face.&nbsp;</strong></li><li><strong>The gentle and non-irritating formula is specifically formulated for those with sensitive skin.&nbsp;</strong></li><li><strong>Perfect for everyday use, the easy-to-apply strips remove dirt, oil, and other impurities.</strong></li><li><strong> With just one use, skin feels softer and smoother.&nbsp;</strong></li><li><strong>Enjoy deeper, more effective cleansing.</strong></li></ul>",28.75
Bekoka,8699096965212,<p><strong>Highlights:</strong></p><li>he top front is designed to be suitable for the umbilical cord area and keep it safe.</li><li>It is Super absorbing as it contains ultra-absorbing polymer (SAP) mixed with pure cellulose pulp.</li><li>It has flexible back wings that allow babies to move freely.</li><li>Side tapes (Velcro Look-hoop tape) can be opened and resealed several times. </li><li>The inner surface consists of soft-textured natural materials and is absorbent to liquids in large quantities.</li><li>The exterior allows air to enter inside the diaper.</li><li>Strengthening side barriers prevent leakage.</li>,42.6
Bekoka,8699096965229,<p><strong>Highlights:</strong></p><li>It is Super absorbing as it contains ultra-absorbing polymer (SAP) mixed with pure cellulose pulp.</li><li>It has flexible back wings that allow babies to move freely.</li><li>Side tapes (Velcro Look-hoop tape) can be opened and resealed several times. </li><li>The inner surface consists of soft-textured natural materials and is absorbent to liquids in large quantities.</li><li>The exterior allows air to enter inside the diaper.</li><li>Strengthening side barriers prevent leakage.</li>,42.6
Bekoka,8699096965236,,49.0
Bekoka,8699096965243,,49.0
Bekoka,8699096965250,,49.0
Bekoka,8699096965267,,49.0
Laperva,8702860346183, ,13.22
Philips,8710103781837,<p><strong>Highlights:</strong></p><ul><li>Lower straw is bent for easy drinking \'til the last sip.</li><li>Integrated anti-leak valve & flip-top design prevent spills</li><li>Few parts - easy to assemble and clean (dishwasher safe)</li><li>Bendy straw cup</li><li>200ml/7oz</li><li>9m+</li><li>1-pack</li></ul>,60.0
Philips,8710103853008,"<p><strong>Highlights:</strong></p><ul>  <li>Locks milk in, keeps air out, for easy upright feeding  </li>  <li> Teat stays full of milk, not air  </li>  <li> Anti-colic system proven to reduce colic and fussing  </li>  <li> Easy to clean & assemble, as air free vent is a single piece  </li>  <li> Teat shape designed for a secure latch-on&nbsp;</li></ul>",235.0
Philips,8710103876632,"<p><strong>Highlights:</strong></p><ul>
<li>Clinically proven to reduce colic</li><li>Innovative twin valve design reduces colic and discomfort by venting air into the bottle and into your little ones tummy</li><li>3 part design to prevent leakage</li><li>Unique comfortable petals increase softness and flexibility</li><li>Easy to combine breast and bottle-feeding</li></ul>",235.0
Vaseline,8714100597347,,9.63
Locoid,8718692510319, ,11.4
Locoid,8718692510326, ,9.45
Meridol,8718951399594,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Reduces plaque and prevents inflammation</strong></li><li><strong>Strengthens and protects the gums</strong></li></ul>",43.0
Vaseline,8801619053256,,7.51
Whole,111004400,,18.28
Whole,111004401,,20.9
Bio Caps,0714654882027,"<p><strong>Highlights:</strong></p><p>BioCaps Plus Capsule 60 Caps Considered one of the vitamins and 
supplement.</p><p>bio caps formula contains significant amounts of most 
important vitamins and minerals.</p><p>A safe and effective medical product.</p>",58.0
Eucerin,072140011871,"<h3><strong>Highlights:</strong></h3><p><strong>Eucerin® Eczema Relief Cream - a daily moisturizing cream clinically proven to reduce incidence of flare-ups.</strong></p><ul>
<li><strong>Colloidal Oatmeal enriched to relieve dry, itchy eczema-prone skin</strong></li><li><strong>Ceramide-3 enriched, helps strengthen the skin protective barrier</strong></li><li><strong>Licochalcone enriched, helps soothe red, irritated skin</strong></li><li><strong>Appropriate for adults, children and babies 3 months and older</strong></li><li><strong>Non-comedogenic, non-greasy</strong></li><li><strong>Use daily for best results</strong></li></ul>",70.0
Eucerin,072140020910, ,147.2
Eucerin,072140038687,,40.0
Eucerin,072140633820,,69.0
Eucerin,072140634131,<p><strong>Highlights:</strong></p><ul><li><strong>Since 1900</strong></li><li><strong>Sensitive Skin Expert</strong></li><li><strong>Reduced look of fine lines & wrinkles </strong></li><li><strong>Smoother skin </strong></li><li><strong>Firm and moisturized skin&nbsp;</strong></li></ul>,65.21
Bragg,074305001161,"<p><strong>Highlights:</strong></p><ul>
<li>USDA Organic</li><li>Non GMO Project Verified</li><li>Unpasteurized</li><li>Kosher</li><li>Gluten Free</li><li>Certified Organic by Organic Certifiers</li><li>AVC for Your Daily Dose of Wellness</li><li>Diluted to 5",44.0
Voltaren,07612797197608,"<h3><strong>Highlights:</strong></h3><p><strong>Diclofenac Sodium is a non-steroidal anti-inflammatory drug (NSAID).</strong></p><p><strong>It can be used to treat:</strong></p><ul><li><strong>Inflammation of the bones and joints such as rheumatoid arthritis, osteoarthritis, acute gout and ankylosing spondylitis.</strong></li><li><strong>Back pain.</strong></li><li><strong>Sprains, strains, sport injuries, dislocations and fractures.</strong></li><li><strong>Conditions affecting the tendons such as tendonitis.</strong></li><li><strong>Mild pain.</strong></li></ul>",30.7
Solaray,076280544336,<h2><strong>Highlights:</strong></h2><ul><li><strong>Est. 1973</strong></li><li><strong>True Herbs</strong></li><li><strong>+Herbal Support</strong></li><li><strong>Dietary Supplement</strong></li><li><strong>Lab Verified</strong></li><li><strong>Vegan</strong></li><li><strong>A Brighter Way</strong></li></ul>,169.0
Otrivin,07630035400136, ,9.25
Voltaren,07630035400266, ,17.05
Voltaren,07630035400297, ,26.0
Gasec,07640153088918, ,79.35
Yogi Tea,076950202955,"<p><strong>Highlights:</strong></p><ul><li>Supports A Healthy Glow</li><li>Contains Caffeine</li><li>Herbal Supplement</li><li>Non-GMO Project Verified</li><li>USDA Organic</li><li>Certified Organic by QAI, Inc.</li><li>Rainforest Alliance People & Nature</li><li>Kosher</li><li>Vegan</li><li>Certified B Corporation</li></ul>",35.55
Yogi Tea,076950204546,,22.0
Yogi Tea,076950450431,,18.78
Natures Answers,083000006401, ,45.21
Swanson,087614019574,"<p><strong>Highlights:</strong></p><ul><li>Full Spectrum®</li><li>Stress Support</li><li>450 mg Per Capsule</li><li>Herbal Supplement</li><li>Promotes a Feeling of Calmness and Relaxation</li><li>Supports a Healthy, Natural Response to Daily Stress</li><li>Science-Backed Quality Since 1969</li></ul>",29.54
Retinol,088634464016,<p><strong>Highlights:</strong></p><li>Micro-beads deliver an added burst of Retinol and Vitamin E</li><li>Vitamin A & E Gently exfoliates to improve texture and brightens skin</li>,71.5
Retinol,088634464023,"<p><strong>Highlights:</strong></p><li>Enriched with Vitamins A, C, and E</li><li>Exfoliates and smooths the appearance of lines and wrinkles</li><li>Moisturizes and helps improve texture, clarity, and radiance</li>",118.3
Retinol,088634464030,,118.3
Retinol,088634464047,,100.75
Retinol,088634464115,"<p><strong>Highlights:</strong></p><ul><li>Exfoliates to smooth the appearance of fine lines and wrinkles</li><li>Improves the appearance of firmness and tone</li><li>Moisturizes to improve texture, clarity, and radiance</li></ul>",118.3
Retinol,088634464146,"<h3><strong>Highlights:</strong></h3><p><strong>Retinol Skin Brightener minimizes the 
appearance of dull, uneven skin tone and formulated with plant and fruit
 extracts to safely and effectively</strong></p><li><strong>Evens the look of dark spots&nbsp;</strong></li><li><strong>Resurfaces to smooth the appearance of fine lines and wrinkles</strong></li><li><strong>Reduces the appearance of pores</strong></li>",40.24
Retinol,088634464245,,159.0
Retinol,088634464252,"<h3><strong>Highlights:</strong></h3><h4>Contains 3 professional strength anti-aging products</h4><ul>
<li><strong>Retinol Cleanser: It helps reduce the signs of premature aging, fine lines, wrinkles, and uneven skin tone, and helps remove dirt to make the skin soft and moist.</strong></li><li><strong>Retinol night cream: The anti-aging retinol formula is rich in moisturizing oils and hydrolyzed wheat protein, to help stimulate tissue repair, get rid of dark spots, and treat UV damage.</strong></li><li><strong>Collagen-Elastin Cream: Hydrolyzed collagen and elastin help the skin maintain its firmness and elasticity, leaving the skin soft and plump.</strong></li></ul>",152.1
Retinol,088634464269,,104.0
Retinol,088634464306,,71.5
Retinol,088634464443,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Visibly firms and tightens for a lifted, younger look. Infused with Retinol, Vitamins C & E, this firming blend is a beauty “quick-fix”</strong></li><li><strong>Not limited to the face, it can transform the neck and décolletage, leaving skin looking visibly smoother within minutes</strong></li><li><strong>Firming complex tightens for smoother and firming looking skin</strong></li><li><strong>Key Ingredients: Retinol Vitamin A, C, E & Firming Complex</strong></li></ul>",168.94
Retinol,088634464856,"<p><strong>Highlights:</strong></p><ul><li>moisturizing treatment for your eyes; Retains moisture, improves skin firmness and tone, smoothes wrinkles and crow\'s feet.</li><li>Smoothes fine lines – daily use moisturizes and rejuvenates dark circles and lightens dark circles with healthy use.</li></ul>",100.75
Eucarbon,09120005553910,"<h3><strong>Highlights:</strong></h3><h3><em>What Senna, Charcoal, Mint, Fennel tablets is used for:</em></h3><ul><li><strong>It is used for the short-term relief of occasional constipation.</strong></li><li><strong>The laxative effect takes place approximately 8-12 hours after taking the product.</strong></li></ul>",12.95
